date,id,value
2012-01-01 00:00:01,1,69.0
2012-01-01 01:00:01,2,92.0
2012-01-01 02:00:01,3,96.0
2012-01-01 03:00:01,4,92.0
2012-01-01 04:00:01,5,91.0
2012-01-01 05:00:01,6,92.0
2012-01-01 06:00:01,7,91.0
2012-01-01 07:00:01,8,92.0
2012-01-01 08:00:01,9,91.0
2012-01-01 09:00:01,10,96.0
2012-01-01 10:00:01,11,113.0
2012-01-01 11:00:01,12,142.0
2012-01-01 12:00:01,13,158.0
2012-01-01 13:00:01,14,147.0
2012-01-01 14:00:01,15,122.0
2012-01-01 15:00:01,16,112.0
2012-01-01 16:00:01,17,109.0
2012-01-01 17:00:01,18,108.0
2012-01-01 18:00:01,19,107.0
2012-01-01 19:00:01,20,107.0
2012-01-01 20:00:01,21,113.0
2012-01-01 21:00:01,22,113.0
2012-01-01 22:00:01,23,104.0
2012-01-01 23:00:01,24,99.0
2012-01-02 00:00:01,25,95.0
2012-01-02 01:00:01,26,92.0
2012-01-02 02:00:01,27,89.0
2012-01-02 03:00:01,28,88.0
2012-01-02 04:00:01,29,90.0
2012-01-02 05:00:01,30,91.0
2012-01-02 06:00:01,31,93.0
2012-01-02 07:00:01,32,109.0
2012-01-02 08:00:01,33,117.0
2012-01-02 09:00:01,34,116.0
2012-01-02 10:00:01,35,125.0
2012-01-02 11:00:01,36,125.0
2012-01-02 12:00:01,37,125.0
2012-01-02 13:00:01,38,120.0
2012-01-02 14:00:01,39,121.0
2012-01-02 15:00:01,40,118.0
2012-01-02 16:00:01,41,111.0
2012-01-02 17:00:01,42,106.0
2012-01-02 18:00:01,43,114.0
2012-01-02 19:00:01,44,128.0
2012-01-02 20:00:01,45,135.0
2012-01-02 21:00:01,46,119.0
2012-01-02 22:00:01,47,108.0
2012-01-02 23:00:01,48,100.0
2012-01-03 00:00:01,49,95.0
2012-01-03 01:00:01,50,91.0
2012-01-03 02:00:01,51,88.0
2012-01-03 03:00:01,52,89.0
2012-01-03 04:00:01,53,89.0
2012-01-03 05:00:01,54,101.0
2012-01-03 06:00:01,55,136.0
2012-01-03 07:00:01,56,173.0
2012-01-03 08:00:01,57,169.0
2012-01-03 09:00:01,58,163.0
2012-01-03 10:00:01,59,163.0
2012-01-03 11:00:01,60,161.0
2012-01-03 12:00:01,61,153.0
2012-01-03 13:00:01,62,112.0
2012-01-03 14:00:01,63,111.0
2012-01-03 15:00:01,64,104.0
2012-01-03 16:00:01,65,102.0
2012-01-03 17:00:01,66,105.0
2012-01-03 18:00:01,67,115.0
2012-01-03 19:00:01,68,137.0
2012-01-03 20:00:01,69,139.0
2012-01-03 21:00:01,70,120.0
2012-01-03 22:00:01,71,112.0
2012-01-03 23:00:01,72,100.0
2012-01-04 00:00:01,73,94.0
2012-01-04 01:00:01,74,90.0
2012-01-04 02:00:01,75,88.0
2012-01-04 03:00:01,76,89.0
2012-01-04 04:00:01,77,89.0
2012-01-04 05:00:01,78,90.0
2012-01-04 06:00:01,79,94.0
2012-01-04 07:00:01,80,132.0
2012-01-04 08:00:01,81,132.0
2012-01-04 09:00:01,82,115.0
2012-01-04 10:00:01,83,112.0
2012-01-04 11:00:01,84,111.0
2012-01-04 12:00:01,85,110.0
2012-01-04 13:00:01,86,109.0
2012-01-04 14:00:01,87,108.0
2012-01-04 15:00:01,88,102.0
2012-01-04 16:00:01,89,100.0
2012-01-04 17:00:01,90,101.0
2012-01-04 18:00:01,91,112.0
2012-01-04 19:00:01,92,126.0
2012-01-04 20:00:01,93,136.0
2012-01-04 21:00:01,94,120.0
2012-01-04 22:00:01,95,109.0
2012-01-04 23:00:01,96,98.0
2012-01-05 00:00:01,97,92.0
2012-01-05 01:00:01,98,88.0
2012-01-05 02:00:01,99,89.0
2012-01-05 03:00:01,100,89.0
2012-01-05 04:00:01,101,89.0
2012-01-05 05:00:01,102,90.0
2012-01-05 06:00:01,103,95.0
2012-01-05 07:00:01,104,137.0
2012-01-05 08:00:01,105,136.0
2012-01-05 09:00:01,106,122.0
2012-01-05 10:00:01,107,112.0
2012-01-05 11:00:01,108,138.0
2012-01-05 12:00:01,109,127.0
2012-01-05 13:00:01,110,131.0
2012-01-05 14:00:01,111,124.0
2012-01-05 15:00:01,112,112.0
2012-01-05 16:00:01,113,111.0
2012-01-05 17:00:01,114,111.0
2012-01-05 18:00:01,115,123.0
2012-01-05 19:00:01,116,128.0
2012-01-05 20:00:01,117,135.0
2012-01-05 21:00:01,118,114.0
2012-01-05 22:00:01,119,107.0
2012-01-05 23:00:01,120,100.0
2012-01-06 00:00:01,121,92.0
2012-01-06 01:00:01,122,89.0
2012-01-06 02:00:01,123,89.0
2012-01-06 03:00:01,124,88.0
2012-01-06 04:00:01,125,90.0
2012-01-06 05:00:01,126,91.0
2012-01-06 06:00:01,127,95.0
2012-01-06 07:00:01,128,138.0
2012-01-06 08:00:01,129,139.0
2012-01-06 09:00:01,130,120.0
2012-01-06 10:00:01,131,118.0
2012-01-06 11:00:01,132,113.0
2012-01-06 12:00:01,133,113.0
2012-01-06 13:00:01,134,113.0
2012-01-06 14:00:01,135,108.0
2012-01-06 15:00:01,136,100.0
2012-01-06 16:00:01,137,106.0
2012-01-06 17:00:01,138,106.0
2012-01-06 18:00:01,139,112.0
2012-01-06 19:00:01,140,114.0
2012-01-06 20:00:01,141,122.0
2012-01-06 21:00:01,142,112.0
2012-01-06 22:00:01,143,104.0
2012-01-06 23:00:01,144,98.0
2012-01-07 00:00:01,145,93.0
2012-01-07 01:00:01,146,90.0
2012-01-07 02:00:01,147,91.0
2012-01-07 03:00:01,148,90.0
2012-01-07 04:00:01,149,89.0
2012-01-07 05:00:01,150,90.0
2012-01-07 06:00:01,151,92.0
2012-01-07 07:00:01,152,92.0
2012-01-07 08:00:01,153,103.0
2012-01-07 09:00:01,154,128.0
2012-01-07 10:00:01,155,144.0
2012-01-07 11:00:01,156,159.0
2012-01-07 12:00:01,157,161.0
2012-01-07 13:00:01,158,153.0
2012-01-07 14:00:01,159,143.0
2012-01-07 15:00:01,160,128.0
2012-01-07 16:00:01,161,122.0
2012-01-07 17:00:01,162,117.0
2012-01-07 18:00:01,163,122.0
2012-01-07 19:00:01,164,120.0
2012-01-07 20:00:01,165,117.0
2012-01-07 21:00:01,166,106.0
2012-01-07 22:00:01,167,102.0
2012-01-07 23:00:01,168,99.0
2012-01-08 00:00:01,169,95.0
2012-01-08 01:00:01,170,91.0
2012-01-08 02:00:01,171,89.0
2012-01-08 03:00:01,172,88.0
2012-01-08 04:00:01,173,90.0
2012-01-08 05:00:01,174,90.0
2012-01-08 06:00:01,175,90.0
2012-01-08 07:00:01,176,91.0
2012-01-08 08:00:01,177,96.0
2012-01-08 09:00:01,178,124.0
2012-01-08 10:00:01,179,146.0
2012-01-08 11:00:01,180,159.0
2012-01-08 12:00:01,181,160.0
2012-01-08 13:00:01,182,155.0
2012-01-08 14:00:01,183,132.0
2012-01-08 15:00:01,184,119.0
2012-01-08 16:00:01,185,120.0
2012-01-08 17:00:01,186,111.0
2012-01-08 18:00:01,187,113.0
2012-01-08 19:00:01,188,118.0
2012-01-08 20:00:01,189,127.0
2012-01-08 21:00:01,190,113.0
2012-01-08 22:00:01,191,104.0
2012-01-08 23:00:01,192,95.0
2012-01-09 00:00:01,193,93.0
2012-01-09 01:00:01,194,89.0
2012-01-09 02:00:01,195,88.0
2012-01-09 03:00:01,196,90.0
2012-01-09 04:00:01,197,91.0
2012-01-09 05:00:01,198,90.0
2012-01-09 06:00:01,199,95.0
2012-01-09 07:00:01,200,140.0
2012-01-09 08:00:01,201,137.0
2012-01-09 09:00:01,202,115.0
2012-01-09 10:00:01,203,118.0
2012-01-09 11:00:01,204,113.0
2012-01-09 12:00:01,205,118.0
2012-01-09 13:00:01,206,119.0
2012-01-09 14:00:01,207,116.0
2012-01-09 15:00:01,208,109.0
2012-01-09 16:00:01,209,107.0
2012-01-09 17:00:01,210,107.0
2012-01-09 18:00:01,211,117.0
2012-01-09 19:00:01,212,128.0
2012-01-09 20:00:01,213,133.0
2012-01-09 21:00:01,214,121.0
2012-01-09 22:00:01,215,110.0
2012-01-09 23:00:01,216,98.0
2012-01-10 00:00:01,217,92.0
2012-01-10 01:00:01,218,89.0
2012-01-10 02:00:01,219,88.0
2012-01-10 03:00:01,220,89.0
2012-01-10 04:00:01,221,89.0
2012-01-10 05:00:01,222,90.0
2012-01-10 06:00:01,223,95.0
2012-01-10 07:00:01,224,142.0
2012-01-10 08:00:01,225,137.0
2012-01-10 09:00:01,226,118.0
2012-01-10 10:00:01,227,115.0
2012-01-10 11:00:01,228,113.0
2012-01-10 12:00:01,229,52.0
2012-01-10 13:00:01,230,47.0
2012-01-10 14:00:01,231,42.0
2012-01-10 15:00:01,232,42.0
2012-01-10 16:00:01,233,99.0
2012-01-10 17:00:01,234,104.0
2012-01-10 18:00:01,235,115.0
2012-01-10 19:00:01,236,132.0
2012-01-10 20:00:01,237,139.0
2012-01-10 21:00:01,238,125.0
2012-01-10 22:00:01,239,112.0
2012-01-10 23:00:01,240,100.0
2012-01-11 00:00:01,241,93.0
2012-01-11 01:00:01,242,89.0
2012-01-11 02:00:01,243,90.0
2012-01-11 03:00:01,244,89.0
2012-01-11 04:00:01,245,90.0
2012-01-11 05:00:01,246,92.0
2012-01-11 06:00:01,247,95.0
2012-01-11 07:00:01,248,142.0
2012-01-11 08:00:01,249,157.0
2012-01-11 09:00:01,250,89.0
2012-01-11 10:00:01,251,72.0
2012-01-11 11:00:01,252,72.0
2012-01-11 12:00:01,253,72.0
2012-01-11 13:00:01,254,72.0
2012-01-11 14:00:01,255,72.0
2012-01-11 15:00:01,256,72.0
2012-01-11 16:00:01,257,89.0
2012-01-11 17:00:01,258,207.0
2012-01-11 18:00:01,259,141.0
2012-01-11 19:00:01,260,134.0
2012-01-11 20:00:01,261,144.0
2012-01-11 21:00:01,262,124.0
2012-01-11 22:00:01,263,113.0
2012-01-11 23:00:01,264,99.0
2012-01-12 00:00:01,265,92.0
2012-01-12 01:00:01,266,90.0
2012-01-12 02:00:01,267,89.0
2012-01-12 03:00:01,268,87.0
2012-01-12 04:00:01,269,89.0
2012-01-12 05:00:01,270,91.0
2012-01-12 06:00:01,271,95.0
2012-01-12 07:00:01,272,138.0
2012-01-12 08:00:01,273,145.0
2012-01-12 09:00:01,274,118.0
2012-01-12 10:00:01,275,123.0
2012-01-12 11:00:01,276,114.0
2012-01-12 12:00:01,277,112.0
2012-01-12 13:00:01,278,110.0
2012-01-12 14:00:01,279,109.0
2012-01-12 15:00:01,280,101.0
2012-01-12 16:00:01,281,102.0
2012-01-12 17:00:01,282,101.0
2012-01-12 18:00:01,283,108.0
2012-01-12 19:00:01,284,123.0
2012-01-12 20:00:01,285,133.0
2012-01-12 21:00:01,286,123.0
2012-01-12 22:00:01,287,110.0
2012-01-12 23:00:01,288,96.0
2012-01-13 00:00:01,289,92.0
2012-01-13 01:00:01,290,89.0
2012-01-13 02:00:01,291,87.0
2012-01-13 03:00:01,292,88.0
2012-01-13 04:00:01,293,89.0
2012-01-13 05:00:01,294,91.0
2012-01-13 06:00:01,295,94.0
2012-01-13 07:00:01,296,136.0
2012-01-13 08:00:01,297,134.0
2012-01-13 09:00:01,298,118.0
2012-01-13 10:00:01,299,116.0
2012-01-13 11:00:01,300,122.0
2012-01-13 12:00:01,301,114.0
2012-01-13 13:00:01,302,117.0
2012-01-13 14:00:01,303,112.0
2012-01-13 15:00:01,304,106.0
2012-01-13 16:00:01,305,102.0
2012-01-13 17:00:01,306,110.0
2012-01-13 18:00:01,307,112.0
2012-01-13 19:00:01,308,118.0
2012-01-13 20:00:01,309,123.0
2012-01-13 21:00:01,310,113.0
2012-01-13 22:00:01,311,105.0
2012-01-13 23:00:01,312,98.0
2012-01-14 00:00:01,313,92.0
2012-01-14 01:00:01,314,91.0
2012-01-14 02:00:01,315,88.0
2012-01-14 03:00:01,316,87.0
2012-01-14 04:00:01,317,90.0
2012-01-14 05:00:01,318,90.0
2012-01-14 06:00:01,319,91.0
2012-01-14 07:00:01,320,95.0
2012-01-14 08:00:01,321,103.0
2012-01-14 09:00:01,322,124.0
2012-01-14 10:00:01,323,146.0
2012-01-14 11:00:01,324,157.0
2012-01-14 12:00:01,325,150.0
2012-01-14 13:00:01,326,149.0
2012-01-14 14:00:01,327,134.0
2012-01-14 15:00:01,328,124.0
2012-01-14 16:00:01,329,118.0
2012-01-14 17:00:01,330,114.0
2012-01-14 18:00:01,331,115.0
2012-01-14 19:00:01,332,118.0
2012-01-14 20:00:01,333,117.0
2012-01-14 21:00:01,334,108.0
2012-01-14 22:00:01,335,101.0
2012-01-14 23:00:01,336,96.0
2012-01-15 00:00:01,337,93.0
2012-01-15 01:00:01,338,91.0
2012-01-15 02:00:01,339,89.0
2012-01-15 03:00:01,340,90.0
2012-01-15 04:00:01,341,90.0
2012-01-15 05:00:01,342,89.0
2012-01-15 06:00:01,343,90.0
2012-01-15 07:00:01,344,92.0
2012-01-15 08:00:01,345,94.0
2012-01-15 09:00:01,346,106.0
2012-01-15 10:00:01,347,125.0
2012-01-15 11:00:01,348,135.0
2012-01-15 12:00:01,349,138.0
2012-01-15 13:00:01,350,138.0
2012-01-15 14:00:01,351,126.0
2012-01-15 15:00:01,352,114.0
2012-01-15 16:00:01,353,101.0
2012-01-15 17:00:01,354,99.0
2012-01-15 18:00:01,355,106.0
2012-01-15 19:00:01,356,118.0
2012-01-15 20:00:01,357,121.0
2012-01-15 21:00:01,358,110.0
2012-01-15 22:00:01,359,102.0
2012-01-15 23:00:01,360,96.0
2012-01-16 00:00:01,361,92.0
2012-01-16 01:00:01,362,91.0
2012-01-16 02:00:01,363,87.0
2012-01-16 03:00:01,364,87.0
2012-01-16 04:00:01,365,89.0
2012-01-16 05:00:01,366,89.0
2012-01-16 06:00:01,367,95.0
2012-01-16 07:00:01,368,137.0
2012-01-16 08:00:01,369,141.0
2012-01-16 09:00:01,370,119.0
2012-01-16 10:00:01,371,113.0
2012-01-16 11:00:01,372,110.0
2012-01-16 12:00:01,373,86.0
2012-01-16 13:00:01,374,47.0
2012-01-16 14:00:01,375,49.0
2012-01-16 15:00:01,376,35.0
2012-01-16 16:00:01,377,35.0
2012-01-16 17:00:01,378,39.0
2012-01-16 18:00:01,379,45.0
2012-01-16 19:00:01,380,57.0
2012-01-16 20:00:01,381,91.0
2012-01-16 21:00:01,382,118.0
2012-01-16 22:00:01,383,105.0
2012-01-16 23:00:01,384,97.0
2012-01-17 00:00:01,385,92.0
2012-01-17 01:00:01,386,89.0
2012-01-17 02:00:01,387,88.0
2012-01-17 03:00:01,388,87.0
2012-01-17 04:00:01,389,89.0
2012-01-17 05:00:01,390,90.0
2012-01-17 06:00:01,391,94.0
2012-01-17 07:00:01,392,136.0
2012-01-17 08:00:01,393,134.0
2012-01-17 09:00:01,394,112.0
2012-01-17 10:00:01,395,110.0
2012-01-17 11:00:01,396,109.0
2012-01-17 12:00:01,397,110.0
2012-01-17 13:00:01,398,107.0
2012-01-17 14:00:01,399,103.0
2012-01-17 15:00:01,400,100.0
2012-01-17 16:00:01,401,98.0
2012-01-17 17:00:01,402,101.0
2012-01-17 18:00:01,403,111.0
2012-01-17 19:00:01,404,125.0
2012-01-17 20:00:01,405,132.0
2012-01-17 21:00:01,406,117.0
2012-01-17 22:00:01,407,104.0
2012-01-17 23:00:01,408,97.0
2012-01-18 00:00:01,409,92.0
2012-01-18 01:00:01,410,88.0
2012-01-18 02:00:01,411,88.0
2012-01-18 03:00:01,412,87.0
2012-01-18 04:00:01,413,89.0
2012-01-18 05:00:01,414,90.0
2012-01-18 06:00:01,415,101.0
2012-01-18 07:00:01,416,147.0
2012-01-18 08:00:01,417,150.0
2012-01-18 09:00:01,418,128.0
2012-01-18 10:00:01,419,126.0
2012-01-18 11:00:01,420,125.0
2012-01-18 12:00:01,421,121.0
2012-01-18 13:00:01,422,117.0
2012-01-18 14:00:01,423,117.0
2012-01-18 15:00:01,424,112.0
2012-01-18 16:00:01,425,113.0
2012-01-18 17:00:01,426,115.0
2012-01-18 18:00:01,427,125.0
2012-01-18 19:00:01,428,143.0
2012-01-18 20:00:01,429,155.0
2012-01-18 21:00:01,430,132.0
2012-01-18 22:00:01,431,113.0
2012-01-18 23:00:01,432,104.0
2012-01-19 00:00:01,433,97.0
2012-01-19 01:00:01,434,93.0
2012-01-19 02:00:01,435,92.0
2012-01-19 03:00:01,436,92.0
2012-01-19 04:00:01,437,92.0
2012-01-19 05:00:01,438,94.0
2012-01-19 06:00:01,439,101.0
2012-01-19 07:00:01,440,147.0
2012-01-19 08:00:01,441,156.0
2012-01-19 09:00:01,442,135.0
2012-01-19 10:00:01,443,119.0
2012-01-19 11:00:01,444,111.0
2012-01-19 12:00:01,445,116.0
2012-01-19 13:00:01,446,112.0
2012-01-19 14:00:01,447,105.0
2012-01-19 15:00:01,448,101.0
2012-01-19 16:00:01,449,103.0
2012-01-19 17:00:01,450,105.0
2012-01-19 18:00:01,451,112.0
2012-01-19 19:00:01,452,127.0
2012-01-19 20:00:01,453,132.0
2012-01-19 21:00:01,454,117.0
2012-01-19 22:00:01,455,101.0
2012-01-19 23:00:01,456,96.0
2012-01-20 00:00:01,457,92.0
2012-01-20 01:00:01,458,88.0
2012-01-20 02:00:01,459,88.0
2012-01-20 03:00:01,460,87.0
2012-01-20 04:00:01,461,89.0
2012-01-20 05:00:01,462,89.0
2012-01-20 06:00:01,463,94.0
2012-01-20 07:00:01,464,137.0
2012-01-20 08:00:01,465,136.0
2012-01-20 09:00:01,466,118.0
2012-01-20 10:00:01,467,112.0
2012-01-20 11:00:01,468,110.0
2012-01-20 12:00:01,469,112.0
2012-01-20 13:00:01,470,113.0
2012-01-20 14:00:01,471,106.0
2012-01-20 15:00:01,472,101.0
2012-01-20 16:00:01,473,102.0
2012-01-20 17:00:01,474,105.0
2012-01-20 18:00:01,475,110.0
2012-01-20 19:00:01,476,119.0
2012-01-20 20:00:01,477,122.0
2012-01-20 21:00:01,478,113.0
2012-01-20 22:00:01,479,101.0
2012-01-20 23:00:01,480,96.0
2012-01-21 00:00:01,481,92.0
2012-01-21 01:00:01,482,90.0
2012-01-21 02:00:01,483,88.0
2012-01-21 03:00:01,484,88.0
2012-01-21 04:00:01,485,91.0
2012-01-21 05:00:01,486,90.0
2012-01-21 06:00:01,487,90.0
2012-01-21 07:00:01,488,92.0
2012-01-21 08:00:01,489,104.0
2012-01-21 09:00:01,490,124.0
2012-01-21 10:00:01,491,140.0
2012-01-21 11:00:01,492,148.0
2012-01-21 12:00:01,493,153.0
2012-01-21 13:00:01,494,151.0
2012-01-21 14:00:01,495,145.0
2012-01-21 15:00:01,496,121.0
2012-01-21 16:00:01,497,116.0
2012-01-21 17:00:01,498,115.0
2012-01-21 18:00:01,499,118.0
2012-01-21 19:00:01,500,123.0
2012-01-21 20:00:01,501,120.0
2012-01-21 21:00:01,502,106.0
2012-01-21 22:00:01,503,101.0
2012-01-21 23:00:01,504,99.0
2012-01-22 00:00:01,505,95.0
2012-01-22 01:00:01,506,91.0
2012-01-22 02:00:01,507,88.0
2012-01-22 03:00:01,508,89.0
2012-01-22 04:00:01,509,88.0
2012-01-22 05:00:01,510,90.0
2012-01-22 06:00:01,511,90.0
2012-01-22 07:00:01,512,92.0
2012-01-22 08:00:01,513,96.0
2012-01-22 09:00:01,514,122.0
2012-01-22 10:00:01,515,144.0
2012-01-22 11:00:01,516,158.0
2012-01-22 12:00:01,517,160.0
2012-01-22 13:00:01,518,152.0
2012-01-22 14:00:01,519,132.0
2012-01-22 15:00:01,520,118.0
2012-01-22 16:00:01,521,109.0
2012-01-22 17:00:01,522,109.0
2012-01-22 18:00:01,523,118.0
2012-01-22 19:00:01,524,125.0
2012-01-22 20:00:01,525,130.0
2012-01-22 21:00:01,526,113.0
2012-01-22 22:00:01,527,101.0
2012-01-22 23:00:01,528,97.0
2012-01-23 00:00:01,529,93.0
2012-01-23 01:00:01,530,90.0
2012-01-23 02:00:01,531,88.0
2012-01-23 03:00:01,532,87.0
2012-01-23 04:00:01,533,89.0
2012-01-23 05:00:01,534,90.0
2012-01-23 06:00:01,535,95.0
2012-01-23 07:00:01,536,134.0
2012-01-23 08:00:01,537,137.0
2012-01-23 09:00:01,538,116.0
2012-01-23 10:00:01,539,116.0
2012-01-23 11:00:01,540,115.0
2012-01-23 12:00:01,541,118.0
2012-01-23 13:00:01,542,113.0
2012-01-23 14:00:01,543,109.0
2012-01-23 15:00:01,544,101.0
2012-01-23 16:00:01,545,101.0
2012-01-23 17:00:01,546,107.0
2012-01-23 18:00:01,547,116.0
2012-01-23 19:00:01,548,128.0
2012-01-23 20:00:01,549,133.0
2012-01-23 21:00:01,550,116.0
2012-01-23 22:00:01,551,105.0
2012-01-23 23:00:01,552,97.0
2012-01-24 00:00:01,553,92.0
2012-01-24 01:00:01,554,89.0
2012-01-24 02:00:01,555,88.0
2012-01-24 03:00:01,556,88.0
2012-01-24 04:00:01,557,89.0
2012-01-24 05:00:01,558,91.0
